,Ticker,Price,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Gross Profit,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash Per Share,Current Ratio,Book Value Per Share,Cash Flow,Beta,Class
1665,dlx,26.0702,10.243,10.73,1.08,9.98,10.2,19.98,14.97,99.44,36.176,9.168333333333331,2.34,1.76,6.564,816180000.0,3.662,8.6,40.6,0.653,0.485,2.451,232950000.0,4.292454545454546,0
1666,dlx,12.3098,142.422,9.02,0.54,9.98,5.93,14.99,10.87,73.45833333333334,32.668,9.168333333333331,2.4,1.21,5.862,1110000000.0,1.92,13.636363636363637,7.3,0.167,0.453,1.748,226920000.0,0.3,0
1667,dlx,12.6566,142.422,9.34,0.55,9.98,5.93,14.99,10.87,73.45833333333334,32.668,9.168333333333331,2.36,1.22,5.928,1110000000.0,1.915,13.636363636363637,7.3,0.167,0.453,1.748,226920000.0,0.3,0
1668,dlx,18.068,20.538,8.89,0.81,31.5,8.93,16.42,13.3,73.45833333333334,30.952,9.168333333333331,1.67,1.32,6.384,1030000000.0,2.765,15.4,3.1,0.416,0.645,0.792,244700000.0,2.21,0
1669,dlx,21.4897,273.7,8.67,0.85,4.2,9.95,19.7,12.73,57.47,27.44,7.34,1.2,1.38,5.51,913820000.0,2.7,27.7,3.4,0.49,0.74,5.58,213380000.0,2.1,0
1670,dlx,27.8584,206.77,9.36,1.02,4.17,11.08,20.67,13.78,52.17,28.94,8.4,1.19,1.49,5.9,924190000.0,3.17,19.1,7.1,0.93,0.77,7.1,231090000.0,1.27,0
1671,dlx,37.3066,141.64,11.63,1.29,4.24,11.3,20.48,13.68,42.89,30.05,10.13,1.41,1.69,6.82,990540000.0,3.36,4.1,2.5,1.43,1.18,9.15,243550000.0,1.55,0
1672,dnr,3.2694,0.797,13.46,2.17,1.76,16.28,24.5,5.71,14.24,6.006,14.66,5.478461538461539,3.08,5.12,200660000.0,0.979,17.3,0.0,0.52,0.976,7.59,1962262500.0,0.388,0
1673,dnr,4.3895,0.708,18.65,2.97,2.33,16.2,23.99,5.56,13.76,6.005,14.52,0.57,3.79,6.38,200660000.0,0.973,17.3,0.0,0.44,0.854,7.774,202460000.0,0.276,0
1674,dnr,4.9373,20.06883333333333,15.71,3.01,2.556923076923077,19.86,29.43,7.37,17.37,6.455,16.1,1.52,3.01,4.73,227050000.0,1.281,20.9,16.8,0.6576923076923076,1.1858333333333333,9.166076923076924,215100000.0,0.203,0
1675,dnr,6.4848,0.645,20.73,4.0,3.04,19.86,29.44,7.22,16.86,6.456,16.29,1.86,4.8,7.54,227050000.0,1.281,20.9,16.8,0.51,1.064,8.681,207770000.0,0.264,0
1676,dnr,6.1581,0.446,18.76,3.97,2.91,20.5,30.06,7.46,16.66,6.47,12.7,1.72,4.09,6.47,227050000.0,1.327,20.9,16.8,2.22,1.488,8.88,202750000.0,0.399,0
1677,dnr,8.2927,0.446,25.47,5.16,3.78,20.5,30.07,7.46,16.66,6.47,15.94,1.38,5.43,8.58,227050000.0,1.33,20.9,16.8,2.22,1.488,8.88,202750000.0,0.377,0
1678,dnr,13.2054,0.607,17.41,4.99,3.81,28.97,52.71,14.91,26.3,5.538,15.214999999999998,0.64,5.88,8.282,445560000.0,1.5,45.6,57.5,0.252,0.983,6.849,396840000.0,1.32,0
1679,dnr,38.9482,0.43,30.74,8.5,6.32,27.88,49.12,13.11,23.58,4.602,15.214999999999998,0.66,8.84,13.089,687710000.0,1.22,339.3,83.5,0.301,0.899,6.067,683130000.0,1.29,0
1680,dnr,15.1312,20.06883333333333,18.49153846153846,4.75,2.21,4.18,5.43,0.77,1.95,3.389,15.214999999999998,5.478461538461539,6.16,10.085,990180000.0,0.14,82.9,44.5,0.087,0.598,7.168,548180000.0,1.1,0
1681,dnr,15.7208,49.41,22.54,2.96,1.33,13.6,34.15,4.68,5.91,5.27,10.88,0.53,3.96,7.23,1330000000.0,0.71,91.5,21.1,0.53,1.1,11.66,8280000000.0,1.32,5
1682,dnr,18.4621,61.42,13.79,2.87,1.37,21.56,42.26,6.04,10.59,6.33,13.89,15.49,4.09,6.48,1900000000.0,1.35,118.0,1.5,0.27,2.5,13.74,1410000000.0,2.31,0
1683,do,26.4956,0.742,13.142499999999998,7.25,3.42,2.25,0.3,0.54,1.04,5.912,29.48,0.8342857142857143,7.67,33.46,167050000.0,0.133,177.4,9.5,6.87,1.917,12.602,230190000.0,1.203,0
1684,do,29.8453,0.734,13.142499999999998,7.64,3.83,0.89,1.88,0.22,0.44,6.312,20.07,0.81,8.08,33.92,217140000.0,0.06,66.47272727272728,19.6,7.22,1.948,12.646,208280000.0,1.203,0
1685,do,55.33463333333333,0.539,30.75,7.56,5.92,26.64,34.08,8.64,21.79,10.947,15.68857142857143,0.38,7.92,16.698,546910000.0,2.72,382.5,73.0,4.712,4.181,13.939,478060000.0,1.87,0
1686,do,50.4278,0.416,14.98,5.17,4.28,34.44,45.85,15.25,33.88,15.896,15.68857142857143,0.31,5.23,9.387,1180000000.0,5.12,107.1,57.0,5.969,4.442,17.950001,760090000.0,1.81,0
1687,do,57.4079,0.215,15.22,5.35,4.53,35.5,47.39,17.96,37.03,16.933,15.68857142857143,0.37,5.4,9.533,1180000000.0,5.69,54.2,35.8,4.003,3.656,18.917,3194628500.0,1.54,0
1688,do,65.8421,0.215,18.77,6.55,5.93,35.5,47.39,17.96,37.03,16.933,15.68857142857143,0.45,6.54,11.5,1180000000.0,5.71,54.2,35.8,4.003,3.656,17.667999,1010000000.0,1.59,0
1689,do,68.2369,0.215,18.77,6.55,5.93,35.5,47.39,17.96,37.03,16.933,15.68857142857143,0.49,6.68,11.754,1180000000.0,5.71,54.2,35.8,4.003,3.656,17.667999,1010000000.0,1.59,0
1690,do,73.0041,0.19,17.89,6.78,5.9,36.68,49.03,18.77,36.92,17.663,15.68857142857143,0.78,6.74,11.581,1180000000.0,6.25,43.4,26.7,4.458,4.646,19.496,1100000000.0,1.49,0
1691,do,60.8542,0.157,12.1,4.27,4.06,35.31,50.43,21.78,36.43,21.976,15.68857142857143,0.34,4.19,7.105,1500000000.0,7.74,65.2,47.1,5.365,2.49,23.101999,1220000000.0,1.05,0
1692,do,48.0231,0.151,7.97,2.89,2.87,35.75,52.7,23.97,37.97,23.81,15.68857142857143,0.41,2.85,4.667,1500000000.0,8.5,51.2,39.8,4.608,3.212,23.971001,1370000000.0,1.07,0
1693,do,55.33463333333333,0.151,6.52,2.38,2.36,35.75,52.7,23.97,37.97,23.81,15.68857142857143,0.34,2.34,3.836,1500000000.0,8.5,51.2,39.8,4.608,3.212,23.971001,1370000000.0,1.07,0
1694,do,55.0686,40.01,9.26,2.72,2.46,29.35,44.41,15.33,26.86,24.26,10.17,1.22,2.83,5.07,2310000000.0,7.12,45.5,12.0,7.09,3.5,26.89,9550000000.0,0.78,5
1695,do,66.3438,38.73,11.41,3.3,2.84,28.75,41.85,13.38,25.51,23.9,13.98,1.57,3.43,6.39,3230000000.0,6.87,12.5,5.6,7.75,2.98,27.78,11400000000.0,0.78,5
1696,do,61.4747,37.46,10.95,3.09,2.53,27.99,39.19,12.01,23.97,23.52,13.32,0.9,3.25,6.32,3230000000.0,6.58,13.8,6.2,7.16,4.34,28.72,10620000000.0,0.76,5
1697,do,56.86,36.13,9.53,2.8,2.26,28.69,39.03,12.29,24.56,24.0,12.77,0.96,2.98,5.85,3230000000.0,6.89,18.8,8.1,7.06,4.78,29.78,9940000000.0,0.81,5
1698,do,49.225,36.13,7.95,2.37,1.91,28.69,39.03,12.29,24.56,24.0,10.95,0.8,2.44,4.78,3230000000.0,6.89,18.8,8.1,7.06,4.78,29.78,8120000000.0,0.87,5
1699,do,49.4324,35.11,7.7,2.28,1.83,29.74,40.03,12.81,25.4,24.56,11.75,0.76,2.38,4.6,3230000000.0,7.31,29.4,9.8,8.28,5.18,30.65,1410000000.0,0.96,0
1700,do,59.8152,34.52,9.71,2.81,2.16,28.97,37.64,11.42,23.49,23.9,13.3,2.71,2.89,5.8,3230000000.0,6.92,22.0,11.0,8.89,4.66,31.17,3194628500.0,1.14,0
1701,do,64.1279,32.94,12.86,3.31,2.13,25.71,30.92,8.08,17.12,21.07,13.2,1.09,3.31,7.46,3260000000.0,5.41,30.6,17.1,10.73,4.85,32.67,3194628500.0,1.37,0
1702,do,69.4419,32.94,14.1,3.56,2.3,25.71,30.92,8.08,17.12,21.07,14.84,1.15,3.62,8.16,3260000000.0,5.41,30.6,17.1,10.73,4.85,32.67,1350000000.0,1.39,0
1703,do,62.1241,32.69,12.61,3.12,2.0,24.54,32.15,8.31,16.17,21.12,8.84,0.82,3.1,6.8,2940000000.0,5.18,17.4,0.9,10.69,4.39,32.92,1310000000.0,1.43,0
1704,do,66.9254,32.32,13.8,3.4,2.11,24.69,31.78,8.01,15.75,20.72,9.78,0.86,3.4,7.51,2940000000.0,5.12,5.0,7.3,10.49,4.53,33.3,1240000000.0,1.43,0
1705,dov,34.439,0.389,29.36,1.89,3.04,6.46,10.06,6.05,11.22,21.718,17.91,1.72,2.05,15.2,1360000000.0,1.403,148.8,6.2,1.82,2.031,13.517,460980000.0,1.164,0
1706,dov,34.6174,0.37,27.0,1.8,3.02,6.68,10.41,6.38,11.88,22.868,17.71,1.54,1.93,14.11,1360000000.0,1.528,148.8,6.2,2.08,2.052,13.677,674050000.0,1.141,0
1707,dov,34.258,0.346,21.42,1.6,2.81,7.51,11.46,7.41,13.94,25.334,17.14,1.54,1.74,12.02,1360000000.0,1.904,148.8,6.2,1.51,1.981,14.538,728710000.0,1.283,0
1708,dov,33.0461,0.346,20.77,1.55,2.72,7.51,11.46,7.41,13.94,25.334,16.61,1.36,1.69,11.67,1360000000.0,1.904,148.8,6.2,1.51,1.981,14.538,728710000.0,1.29,0
1709,dov,32.8568,0.346,20.81,1.53,2.67,7.51,11.46,7.41,13.94,25.334,14.57,1.23,1.7,11.69,1360000000.0,1.9,148.8,6.2,1.51,1.981,14.538,728710000.0,1.282,0
1710,dov,30.725,0.35,17.83,1.32,2.33,7.46,11.16,7.55,14.15,26.799,12.93,1.1,1.46,10.35,1890000000.0,2.0,40.9,24.4,1.76,1.586,15.325,600880000.0,1.181,0
1711,dov,35.0926,0.357,17.18,1.41,2.63,8.26,10.81,7.07,14.64,29.086,15.105,1.24,1.53,11.173,1890000000.0,2.39,54.3,16.0,1.974,1.607,15.607,609360000.0,1.309307692307692,0
1712,dov,43.1805,0.406,18.3,1.47,2.69,8.03,13.0,8.19,16.89,34.262,15.105,1.24,1.64,10.044,2080000000.0,2.729,36.6,21.1,1.661,1.896,18.594999,875980000.0,1.41,0
1713,dov,42.3695,0.465,17.82,1.53,2.61,8.63,14.0,8.26,16.9,31.955,15.105,1.02,1.75,9.973,2350000000.0,2.73,2.1,20.4,1.825,1.584,18.653,894710000.0,1.51,0
1714,dov,42.6039,0.465,17.98,1.55,2.64,8.63,14.0,8.26,16.9,31.955,15.105,1.04,1.76,10.054,2350000000.0,2.73,2.1,20.4,1.825,1.584,18.653,894710000.0,1.54,0
1715,dov,38.949,0.503,15.92,1.55,2.88,8.22,13.41,7.93,16.87,35.52,15.105,1.04,1.48,8.819,2350000000.0,2.9,4.2,14.9,2.245,1.546,16.132999,839790000.0,0.97,0
1716,dov,47.662,0.548,15.26,1.39,2.56,9.23,13.73,7.87,16.95,37.121,15.105,0.96,1.55,9.008,2620000000.0,3.4,14.2,7.9,3.357,2.004,21.051001,965320000.0,1.19,0
1717,dov,67.1256,60.74,14.94,1.42,2.44,10.07,15.69,8.06,17.13,45.76,11.54,1.0,1.71,8.41,3110000000.0,4.55,7.1,1.2,3.34,1.5,27.83,1210000000.0,1.54,0
1718,dov,71.8856,60.74,16.09,1.53,2.63,10.07,15.75,8.09,17.13,45.76,12.43,0.96,1.77,8.69,3110000000.0,4.55,7.1,4.3,3.34,1.46,27.83,1210000000.0,1.52,0
1719,dow,38.9144,1.026,18.8,1.34,4.37,7.27,11.1,6.78,27.24,42.199,9.44,1.83,1.57,13.89,5920000000.0,2.93,61.7,23.1,3.35,1.512,12.876,2670000000.0,0.827,4
1720,dow,39.0624,1.026,19.24,1.3,4.26,7.27,11.1,6.78,27.24,42.199,9.6,1.84,1.57,13.93,5920000000.0,2.93,61.7,23.1,3.35,1.512,12.876,2670000000.0,0.827,4
1721,dow,35.3567,1.026,16.75,1.19,3.87,7.27,11.1,6.78,27.24,42.199,8.27,1.56,1.41,12.47,5920000000.0,2.93,61.7,23.1,3.32,1.512,12.876,2670000000.0,0.832,4
1722,dow,31.9278,0.811,9.96,0.98,3.07,9.65,11.12,7.04,35.6,46.319,10.77625,1.4,1.14,7.209,5920000000.0,4.4,84.7,16.3,3.319,1.68,14.566,4390000000.0,1.5119354838709678,4
1723,dow,32.8199,0.743,10.04,0.98,3.02,9.81,11.32,8.65,35.31,47.268,10.77625,1.31,1.15,6.343,5920000000.0,4.57,29.8,11.8,3.326,1.732,15.192,4660000000.0,1.5119354838709678,4
1724,dow,28.6488,0.665,8.47,0.79,2.31,9.38,11.36,8.4,29.92,48.32,10.77625,1.04,0.97,5.502,8030000000.0,4.47,10.3,2.9,3.56,1.741,16.638,4100000000.0,1.6,4
1725,dow,27.6576,0.608,8.77,0.75,2.12,8.66,10.48,8.05,26.93,49.396,10.77625,1.12,0.89,5.364,8030000000.0,4.22,19.1,9.2,3.334,1.812,17.448999,3970000000.0,1.55,4
1726,dow,32.1855,0.559,11.25,0.83,2.4,7.58,9.74,7.84,23.0,51.049,10.77625,1.34,0.98,6.126,7600000000.0,3.82,11.0,2.7,3.034,1.623,17.812,4150000000.0,1.03,4
1727,dow,34.1076,0.559,11.98,0.89,2.57,7.58,9.61,7.76,23.0,51.049,10.77625,1.3,0.95,6.022,8030000000.0,3.82,11.0,2.7,3.047,1.623,17.812,9154482758.62069,1.21,5
1728,dow,34.0568,0.559,11.64,0.88,2.52,7.58,9.74,7.84,23.0,51.049,10.77625,1.24,1.0,6.306,7600000000.0,3.82,11.0,2.7,3.034,1.623,17.812,4150000000.0,0.96,4
1729,dow,34.1328,0.557,12.49,0.86,2.45,7.03,8.76,7.38,20.9,51.54,10.77625,1.26,1.0,6.604,7600000000.0,3.58,19.9,3.4,2.674,1.634,18.084,9154482758.62069,0.8,5
1730,dow,35.341,0.557,12.99,0.88,2.52,7.03,8.77,7.38,20.9,51.54,10.77625,1.31,1.03,6.779,7600000000.0,3.58,19.9,3.4,2.691,1.634,18.174999,3990000000.0,0.79,4
1731,dow,34.8623,0.557,13.0,0.88,2.52,7.03,8.77,7.38,20.9,51.54,10.77625,1.31,1.03,6.779,7600000000.0,3.58,19.9,3.4,2.691,1.634,18.174999,3990000000.0,0.79,4
1732,dow,29.8493,0.501,12.62,0.65,1.79,5.4,7.39,5.24,15.84,56.146,10.77625,0.91,0.8,6.989,7110000000.0,2.99,51.6,16.3,1.83,1.499,20.618999,4480000000.0,0.64,4
1733,dow,18.4923,0.649,8.79,0.36,1.15,4.28,5.62,4.37,14.0,65.023,10.77625,1.34,0.53,5.635,7110000000.0,2.753,6.2,13.4,2.456,1.391,20.674,9154482758.62069,0.78,5
1734,dow,15.2819,0.649,6.9,0.28,0.88,4.28,5.58,4.33,14.0,65.023,10.77625,0.96,0.46,4.89,7110000000.0,2.75,6.2,13.4,2.459,1.391,20.705999,3690000000.0,1.11,4
1735,dow,16.2466,0.649,7.48,0.32,1.0,4.28,5.58,4.33,14.0,65.023,10.77625,1.13,0.48,5.184,7110000000.0,2.75,6.2,13.4,2.459,1.391,20.705999,3690000000.0,1.11,4
1736,dow,16.7006,0.649,7.29,0.3,0.97,4.28,5.58,4.33,14.0,65.023,10.77625,1.08,0.47,5.066,7110000000.0,2.75,6.2,13.4,2.459,1.391,20.705999,3690000000.0,1.11,4
1737,dow,13.3936,0.649,5.83,0.23,0.73,4.28,5.58,4.33,14.0,65.023,10.77625,0.82,0.4,4.245,7110000000.0,2.75,6.2,13.4,2.459,1.391,20.705999,3690000000.0,1.07,4
1738,dow,7.1882,30.40415625,13.74,0.12,0.53,1.01,3.8,2.9,3.52,61.816,10.77625,1.47,0.28,3.695,5500000000.0,0.62,39.76428571428571,23.4,3.029,1.225,14.617,4710000000.0,1.48,4
1739,dow,26.154,77.97,11.76,0.56,1.65,5.34,7.55,4.23,13.46,52.17,10.15,1.09,0.85,6.86,7890000000.0,2.44,50.8,17.4,1.79,1.69,17.05,3690000000.0,3.0,4
1740,dow,27.409,77.97,12.42,0.6,1.77,5.34,7.55,4.23,13.46,52.17,10.87,1.16,0.89,7.21,7890000000.0,2.44,50.8,17.4,1.79,1.69,17.05,3690000000.0,3.0,4
1741,dow,31.1011,92.16,16.63,0.67,2.21,4.57,6.99,3.77,12.08,52.21,10.09,1.28,0.95,8.02,8960000000.0,2.05,87.3,2.4,4.45,1.72,15.43,3880000000.0,2.91,4
1742,dow,28.4709,85.04,16.85,0.64,2.03,4.22,6.69,3.63,10.76,51.95,9.67,2.13,0.93,8.13,8960000000.0,1.86,30.0,0.1,2.89,1.78,15.92,4000000000.0,2.22,4
1743,dow,29.1558,85.04,16.49,0.61,1.93,4.22,6.69,3.63,10.76,51.95,9.58,2.07,0.9,7.87,8960000000.0,1.86,30.0,0.1,2.89,1.78,15.92,4000000000.0,2.22,4
1744,dow,28.3535,81.29,23.4,0.62,1.79,3.3,6.8,3.55,7.7,48.92,12.42,2.81,0.92,7.88,8960000000.0,1.3,35.3,9.7,3.08,1.83,16.54,4540000000.0,1.88,4
1745,dow,30.2171,95.87,44.27,0.65,2.18,2.08,7.17,3.66,4.84,48.55,10.69,1.95,0.95,7.94,8990000000.0,0.7,39.76428571428571,1.3,3.47,2.06,14.03,4080000000.0,1.89,4
1746,dow,32.4218,95.87,45.96,0.67,2.26,2.08,7.17,3.66,4.84,48.55,11.09,1.95,0.95,7.94,8990000000.0,0.7,39.76428571428571,1.3,3.47,2.06,14.03,4080000000.0,1.89,4
1747,dps,37.2424,119.43,14.95,1.46,3.83,10.01,17.39,7.13,25.33,27.48,12.84,2.16,1.88,8.95,3420000000.0,2.73,10.5,2.3,0.96,0.89,10.67,384000000.0,0.05,0
1748,dps,39.7854,119.43,15.68,1.53,4.02,10.01,17.39,7.13,25.33,27.48,13.42,2.1,1.95,9.3,3420000000.0,2.73,10.5,2.3,0.96,0.89,10.67,384000000.0,0.04,0
1749,dps,47.178,124.92,16.34,1.65,4.43,10.53,18.24,7.77,28.14,28.83,14.71,2.04,2.1,9.62,3500000000.0,3.0,3.9,1.3,1.08,1.06,10.98,843000000.0,0.22,0
1750,dri,15.2883,0.524,15.28,0.7,2.65,4.83,7.23,8.61,18.94,27.082,13.07,0.91,0.82,6.63,1020000000.0,1.312,2.3,6.6,0.59,0.58,7.6,622600000.0,0.354,0
1751,dri,16.4854,0.52,15.77,0.72,2.71,4.9,7.24,8.63,19.09,28.448,13.5,1.09,0.86,6.9,1020000000.0,1.395,2.3,6.6,0.27,0.571,7.986,474720000.0,0.403,0
1752,dri,16.4702,0.52,15.31,0.7,2.65,4.9,7.24,8.63,19.09,28.448,13.02,1.07,0.83,6.73,1020000000.0,1.395,2.3,6.6,0.27,0.571,7.986,474720000.0,0.393,0
1753,dri,17.1244,0.527,16.46,0.71,2.79,4.68,6.89,8.37,18.54,29.93,12.78,1.08,0.85,7.12,1110000000.0,1.405,0.3,7.5,0.24,0.532,8.073,525410000.0,0.362,0
1754,dri,20.7714,0.527,19.42,0.85,3.37,4.68,6.89,8.37,18.54,29.93,14.99,1.32,0.98,8.19,1110000000.0,1.405,0.3,7.5,0.25,0.532,8.093,489140000.0,0.454,0
1755,dri,20.7638,0.527,19.51,0.85,3.37,4.68,6.89,8.37,18.54,29.93,14.98,1.32,0.98,8.22,1110000000.0,1.405,0.3,7.5,0.25,0.532,8.093,489140000.0,0.454,0
1756,dri,23.6517,0.506,19.79,0.94,3.79,4.88,7.08,8.92,20.6,31.858,15.8,1.37,1.03,8.58,1100000000.0,1.56,2.2,7.5,0.56,0.457,8.186,626440000.0,0.141,0
1757,dri,24.9869,0.506,21.01,0.97,3.94,4.88,7.08,8.92,20.6,31.858,16.69,1.45,1.08,8.98,1100000000.0,1.56,2.2,7.5,0.56,0.457,8.22,591040000.0,0.152,0
1758,dri,23.9645,0.511,17.24,0.87,3.62,5.51,9.02,10.41,23.74,33.683,14.395454545454545,1.18,0.99,7.574,1180000000.0,1.78,59.4,2.6,0.277,0.39,8.245,583240000.0,0.5222,0
1759,dri,30.439,0.612,17.3,0.98,4.47,5.97,9.49,11.42,27.46,39.765,14.395454545454545,1.33,1.11,8.163,1290000000.0,2.27,12.0,4.5,0.264,0.427,8.802,621380000.0,0.8,0
1760,dri,33.015,0.612,18.76,1.03,4.69,5.97,9.49,11.42,27.46,39.765,14.395454545454545,1.38,1.0086666666666666,7.944333333333333,1290000000.0,2.27,12.0,4.5,0.264,0.427,8.802,621380000.0,0.83,0
1761,dri,32.8366,0.619,18.21,1.0,4.82,5.92,9.49,11.63,28.1,40.692,14.395454545454545,1.38,1.12,8.258,1290000000.0,2.31,1.0,4.7,0.381,0.414,8.632,626690000.0,0.67,0
1762,dri,34.2448,0.563,28.91,1.07,5.08,3.86,10.31,12.21,31.81,39.86,14.395454545454545,1.18,1.18,8.48,1310000000.0,1.48,19.7,7.9,0.333,0.555,8.387,651400000.0,0.79,0
1763,dri,45.669,115.13,14.09,0.81,3.5,5.95,9.25,8.1,25.22,61.48,11.31,1.07,1.06,7.81,1800000000.0,3.57,10.0,3.8,0.55,0.43,14.34,761700000.0,0.63,0
1764,dri,45.8806,142.15,14.91,0.76,3.25,5.17,8.25,6.66,23.12,64.69,15.37,2.84,1.08,8.48,1840000000.0,3.28,18.1,4.6,0.83,0.56,15.02,901300000.0,0.7,0
1765,dri,49.7149,142.15,16.33,0.84,3.56,5.17,8.25,6.66,23.12,64.69,16.84,3.07,1.16,9.05,1840000000.0,3.28,18.1,4.6,0.83,0.56,15.02,901300000.0,0.7,0
1766,dte,28.235,1.573,13.72,1.11,1.4,8.05,9.84,2.67,10.3,40.087,12.79,3.54,2.35,11.97,4800000000.0,3.25,17.6,4.3,0.43,0.977,31.500999,1300000000.0,0.082,0
1767,dte,34.5266,1.532,20.05,0.96,1.48,4.8,10.36,2.48,7.52,50.972,14.501818181818182,3.54,1.94,8.955,5970000000.0,2.43,62.8,15.3,0.83,0.951,33.019001,1460000000.0,0.43,4
1768,dte,32.7365,1.283,6.82,0.83,1.2,12.18,9.35,2.16,15.13,52.042,14.501818181818182,2.4,1.69,8.43,4950000000.0,6.3,58.2,4.3,0.472,0.88,36.562,1390000000.0,0.93,4
1769,dte,26.4261,1.494,8.32,0.6,0.94,7.15,13.22,3.27,10.06,58.192,14.501818181818182,1.79,1.54,6.804,4950000000.0,4.14,10.2,9.9,1.368,1.036,36.779999,1350000000.0,0.63,4
1770,dte,39.8166,121.52,13.29,0.95,1.21,7.05,16.13,3.5,9.23,50.25,12.65,2.62,1.9,6.78,2520000000.0,3.53,3.6,6.2,0.74,0.88,38.85,15770000000.0,0.66,5
1771,dte,44.1272,115.75,14.91,1.02,1.28,6.76,16.8,3.68,8.74,50.58,13.49,2.94,1.93,6.88,2790000000.0,3.41,23.1,0.9,1.16,1.1,40.11,16430000000.0,0.62,5
1772,dte,44.4545,115.75,14.84,1.01,1.27,6.76,16.8,3.68,8.74,50.58,13.39,2.86,1.91,6.83,2790000000.0,3.41,23.1,0.9,1.16,1.1,40.11,16320000000.0,0.63,5
1773,dte,44.4809,115.75,14.81,1.0,1.26,6.76,16.8,3.68,8.74,50.58,13.36,2.91,1.91,6.82,2790000000.0,3.41,23.1,0.9,1.16,1.1,40.11,16290000000.0,0.63,5
1774,dte,54.0278,111.04,14.68,1.15,1.41,7.93,15.48,3.35,10.01,51.49,14.9,3.63,2.05,7.89,2730000000.0,4.05,11.4,7.5,0.34,1.17,41.76,1910000000.0,0.33,0
1775,dte,54.6465,105.65,14.78,1.16,1.36,7.85,15.64,3.34,9.58,50.75,14.53,3.17,2.07,7.84,2730000000.0,3.96,24.0,2.6,0.34,1.18,42.94,2250000000.0,0.31,0
1776,dte,54.4704,105.65,14.97,1.17,1.37,7.85,15.64,3.34,9.58,50.75,14.71,3.13,2.08,7.9,2730000000.0,3.96,24.0,2.6,0.34,1.18,42.94,2250000000.0,0.31,0
1777,dte,59.2827,105.65,16.15,1.26,1.47,7.85,15.64,3.34,9.58,50.75,15.87,3.21,2.17,8.25,2730000000.0,3.96,24.0,2.6,0.34,1.18,42.94,2250000000.0,0.26,0
1778,dte,68.8999,108.91,20.33,1.41,1.68,6.94,14.62,3.07,9.32,51.41,16.92,4.05,2.33,9.19,2600000000.0,3.55,27.315384615384616,5.376923076923077,0.38,1.05,42.78,2210000000.0,0.26,0
1779,dte,68.881,105.58,18.12,1.38,1.65,7.59,15.24,3.34,10.16,52.8,16.91,4.09,2.25,8.68,2600000000.0,3.99,50.0,11.9,1.25,1.12,43.67,2190000000.0,0.26,0
1780,dtv,16.63,0.302,16.85,2.27,2.7,0.39,1.42,0.22,0.68,7.523,37.33,1.2676923076923077,2.35,28.47,4490000000.0,0.046,75.05454545454546,11.575,1.04,1.772,6.317,7259050000.0,1.64,5
1781,dtv,15.2,0.323,16.85,1.85,2.8,9.37,18.2,6.7,12.82,8.202,29.65,3.78,1.81,9.181333333333331,4490000000.0,0.76,75.05454545454546,11.575,2.04,1.765,5.425,7259050000.0,1.648,5
1782,dtv,14.16,0.324,16.85,1.73,2.62,9.41,18.28,6.74,12.89,8.202,29.81,3.37,1.67,9.181333333333331,1680000000.0,0.76,75.05454545454546,12.2,2.04,1.771,5.417,228600000.0,1.764,0
1783,dtv,24.0,0.583,26.74,2.09,4.74,8.37,13.06,7.92,16.95,10.868,17.285555555555554,1.39,2.18,10.991,6440000000.0,0.91,291.3,13.4,1.857,1.297,5.095,2640000000.0,0.65,4
1784,dtv,23.88,0.541,21.36,2.0,4.39,9.62,15.18,9.14,19.43,11.697,17.285555555555554,1.09,2.04,9.184,6440000000.0,1.12,193.7,16.3,2.181,1.371,5.482,3160000000.0,0.63,4
1785,dtv,23.74,0.548,21.23,1.96,4.33,9.62,15.18,9.2,19.43,11.697,17.285555555555554,1.07,2.05,9.146,7160000000.0,1.12,193.7,16.3,2.171,1.371,5.447,3160000000.0,0.59,4
1786,dtv,22.78,0.49,18.67,1.79,3.94,9.96,16.15,10.7,22.78,12.404,17.285555555555554,1.05,1.9,7.883,7160000000.0,1.23,43.0,15.4,1.943,1.305,5.674,3720000000.0,0.79,4
1787,dtv,34.54461538461538,0.4444285714285714,20.12,1.18,5.37,6.38,11.69,8.71,23.27,19.554,17.285555555555554,0.96,1.37,5.632,9740000000.0,1.25,10.5,8.6,2.325,1.167,4.589,4000000000.0,0.8,4
1788,dtv,48.15,0.4444285714285714,13.13,1.11,3.86125,9.54,17.1,14.05,92.21,38.92,9.22,0.6,1.6,6.48,13270000000.0,3.68,8.5,11.5,6.91,1.19,5.48,5640000000.0,0.94,1
1789,dtv,49.16,0.4444285714285714,12.21,1.02,3.86125,9.35,17.13,16.18,92.21,43.92,9.58,0.68,1.53,6.24,13270000000.0,4.07,9.5,8.4,4.01,1.2,8.17,5710000000.0,0.96,1
1790,dtv,52.47,0.4444285714285714,12.86,1.09,3.86125,9.35,17.13,16.18,92.21,43.92,10.21,0.66,1.59,6.5,13270000000.0,4.07,9.5,8.4,4.01,1.2,8.17,5710000000.0,0.79,1
